,class,neck_inclination,left_hip_angle,left_bicep_angle,right_hip_angle,right_bicep_angle,y1,x1,s1,y2,x2,s2,y3,x3,s3,y4,x4,s4,y5,x5,s5,y6,x6,s6,y7,x7,s7,y8,x8,s8,y9,x9,s9,y10,x10,s10,y11,x11,s11,y12,x12,s12,y13,x13,s13,y14,x14,s14,y15,x15,s15,y16,x16,s16,y17,x17,s17
10,straight,12.287226583216889,94.853340495669,110.09872889202197,90.52566069319153,99.72201863699344,0.16846591,0.5983953,0.5393699,0.12655151,0.6148901,0.6783018,0.13237754,0.60300434,0.74509555,0.13466631,0.67713135,0.6648501,0.13585638,0.65060794,0.5683903,0.31684548,0.7170227,0.78132826,0.34689176,0.6324071,0.53544086,0.5436188,0.57651114,0.48764047,0.5315143,0.57189816,0.33933088,0.51069283,0.41729575,0.6220903,0.5096715,0.4244109,0.23850688,0.7949953,0.6804357,0.6699712,0.7660961,0.6259922,0.64292693,0.7970518,0.43379083,0.29063988,0.7649034,0.43133074,0.5801434,0.9172272,0.45829055,0.02951986,0.90404314,0.48642346,0.046841554
11,straight,12.505713157599232,92.29604572605882,109.15777471120433,86.83944857927065,98.67236882572423,0.16988169,0.5981427,0.5534872,0.12767607,0.61291593,0.6578389,0.13409093,0.60229313,0.6957092,0.13393629,0.6730116,0.6090179,0.13625112,0.6505552,0.5481694,0.31811276,0.71408075,0.74731797,0.34697863,0.63295007,0.5009141,0.5426766,0.57837325,0.4844943,0.5326534,0.57025313,0.33199778,0.50729644,0.41174313,0.5766591,0.5065645,0.42208314,0.29774186,0.79795736,0.68037987,0.72723854,0.7754942,0.6267233,0.6575973,0.7905178,0.43283412,0.3848675,0.76184297,0.431161,0.52351916,0.93082774,0.43486747,0.03198778,0.8596551,0.49054202,0.04782455
12,straight,12.402833854253236,91.26006995350797,106.38526432331274,86.07994520394358,100.44571133050216,0.1626801,0.5966312,0.6532253,0.123249106,0.6141056,0.6039621,0.12805966,0.6026487,0.74793154,0.1315773,0.67098475,0.66904205,0.13198185,0.6552691,0.5546217,0.31929016,0.7124869,0.7717618,0.3455646,0.6326514,0.5094377,0.54327834,0.5745653,0.52262986,0.53079635,0.56600714,0.32322618,0.49389714,0.39328235,0.53273904,0.50649357,0.41828495,0.3265719,0.7999296,0.68209493,0.7455311,0.7772043,0.6275692,0.64395726,0.7896339,0.43207344,0.36457762,0.76139545,0.43085366,0.44075322,0.91877073,0.43546677,0.033192102,0.85620546,0.4879956,0.047628097
13,straight,13.148284646385823,90.57578745151024,106.69537540219883,84.79347224358251,95.49559320123794,0.16530207,0.5920669,0.66234607,0.1260263,0.6094261,0.7389705,0.12981795,0.59972316,0.7744597,0.13101727,0.66865814,0.6825297,0.13115185,0.65567917,0.5682666,0.317066,0.71235204,0.75995076,0.34829473,0.6261267,0.54869074,0.54247105,0.573507,0.42462716,0.5381546,0.5663925,0.33915907,0.4925273,0.3862895,0.53707486,0.5051999,0.41094145,0.26998743,0.80485195,0.68188524,0.69858253,0.7802843,0.62862366,0.6529628,0.7917243,0.4312469,0.34277114,0.76336855,0.4303081,0.43671063,0.8938443,0.44992352,0.027542781,0.8301489,0.50613296,0.045965575
14,straight,12.394593526654331,91.31445874986878,106.79739793783132,86.15488603951695,99.31391483408518,0.16094217,0.59008294,0.6761136,0.1225947,0.6074294,0.673521,0.12635508,0.5980124,0.68237466,0.12775086,0.66711825,0.6488113,0.12834194,0.65413594,0.589921,0.31810373,0.7091753,0.7944542,0.34187362,0.6340057,0.51437557,0.5479458,0.57422984,0.536026,0.5320085,0.565282,0.28548303,0.5064515,0.40298444,0.5856499,0.5045508,0.41797063,0.31288776,0.80338013,0.6787853,0.6867946,0.7792806,0.6263783,0.60286367,0.79360193,0.43199506,0.38028628,0.7627015,0.43075046,0.42463028,0.9130887,0.45682952,0.028175542,0.85553735,0.5215342,0.046580225
15,straight,12.128038681694632,90.4023689484836,106.33096431941117,84.70085487843714,95.88142375726278,0.16146348,0.5881514,0.60275245,0.12366678,0.6048898,0.61494917,0.12893815,0.59518576,0.71298546,0.1286724,0.66500396,0.63331866,0.13001707,0.6519653,0.58025247,0.32031447,0.70640683,0.81980205,0.34549797,0.6258649,0.5382201,0.5479137,0.5733634,0.4719813,0.536788,0.56466883,0.3056216,0.5054263,0.40267038,0.5768296,0.50610006,0.41852218,0.30282936,0.8027229,0.6784049,0.7055515,0.7795272,0.6269402,0.6444316,0.79009724,0.4308555,0.36313137,0.76190734,0.43171498,0.44001496,0.9127058,0.45582387,0.02609708,0.82965034,0.5193575,0.04812808
16,straight,12.83723384122408,91.35261901676164,106.1565690993332,87.53157896862473,99.36684196996362,0.15949208,0.58530897,0.64022875,0.11944038,0.60151845,0.61817026,0.12572291,0.5917754,0.7283639,0.12732664,0.6607469,0.5540616,0.12688778,0.64966506,0.52646005,0.32055762,0.7050163,0.82342136,0.3440792,0.6247491,0.60774183,0.5475194,0.5734191,0.45681784,0.53194386,0.5631587,0.25176013,0.50529313,0.4034206,0.56027883,0.50868315,0.4126362,0.34929335,0.8041675,0.6792107,0.7081226,0.77268744,0.6262161,0.67255765,0.7968218,0.431969,0.4051846,0.7649425,0.43103263,0.5564644,0.9114902,0.45634866,0.02473241,0.85580724,0.52216303,0.053242914
17,straight,13.043036420746535,91.5499909932075,105.1917365771772,86.89089356409919,96.78514657691468,0.16708595,0.58601445,0.57588166,0.12607741,0.6019831,0.6490644,0.13087855,0.59235686,0.8086427,0.13097003,0.65997493,0.6271474,0.13085762,0.64927775,0.57260877,0.32217002,0.7045063,0.7814323,0.34073937,0.62582535,0.6123297,0.54844475,0.57695806,0.43417057,0.5321312,0.5681221,0.24915637,0.5050108,0.40553117,0.57198894,0.50593656,0.41945168,0.31515023,0.8046703,0.6693319,0.7702884,0.7751075,0.6247812,0.6250267,0.7937943,0.43161044,0.47319335,0.7641705,0.43198654,0.5625281,0.93387425,0.43389702,0.030240005,0.85869896,0.48804483,0.04729118
18,straight,12.760365982874823,88.00717870091106,104.2034013740872,86.32469137247264,95.06656852890193,0.16785237,0.58204406,0.63238233,0.12741458,0.5985711,0.66992843,0.13350514,0.58906376,0.7376448,0.13045006,0.65892196,0.6163525,0.13209063,0.644335,0.54187274,0.32086018,0.702275,0.7311298,0.3445971,0.6240129,0.58633494,0.5495403,0.5751845,0.447243,0.53605473,0.56628186,0.24333988,0.5044721,0.40532857,0.5636887,0.50568885,0.41982165,0.29630232,0.8186959,0.67797124,0.641658,0.7824627,0.6254636,0.56172913,0.7981001,0.43206993,0.37107462,0.77062774,0.43115544,0.5254321,0.9192976,0.4382763,0.046941675,0.8600677,0.48735148,0.065674305
19,straight,13.419420715130313,90.22409418095712,102.90831554518272,85.18241053567971,93.412945579896,0.17091864,0.5805103,0.65825677,0.12914,0.5969021,0.7381229,0.1366387,0.5871287,0.7155014,0.12837611,0.6564048,0.6187561,0.13188836,0.6421555,0.56962353,0.32020658,0.7024205,0.75096446,0.3482564,0.6240722,0.5434904,0.5504692,0.57592,0.4046747,0.5396246,0.5685634,0.24448216,0.50062025,0.40063316,0.554178,0.5058714,0.41954732,0.3036488,0.80589026,0.67672557,0.68168753,0.78293794,0.625297,0.5894808,0.7938739,0.43140957,0.5366747,0.7672817,0.43306515,0.54767394,0.91864383,0.437217,0.048899516,0.8597686,0.4876522,0.05931888
20,straight,12.93810474466595,91.4520734012662,104.23922571628393,87.44085356587945,95.78193522181238,0.1706361,0.5817913,0.6708209,0.12821248,0.5977103,0.6946078,0.13588084,0.5865318,0.6447032,0.12849998,0.656666,0.6126808,0.1317445,0.640515,0.5736223,0.32289597,0.70156455,0.7400065,0.34499583,0.6244733,0.6005961,0.54959565,0.5764847,0.38915187,0.5342062,0.5685813,0.24616888,0.50537515,0.40730268,0.5695269,0.5061585,0.41978678,0.31295708,0.80100244,0.6785216,0.7058586,0.7785368,0.62576246,0.62089676,0.7953881,0.4324902,0.41601127,0.77047443,0.43249512,0.53166544,0.91098785,0.45568115,0.030554986,0.85890955,0.5035372,0.055861004
21,straight,13.057086925326924,91.580986391661,99.54599100170388,87.91893265683449,92.3687325992061,0.17008543,0.5805179,0.63004,0.12821864,0.597593,0.70798326,0.13562456,0.5862404,0.62661356,0.13098644,0.65778035,0.6539779,0.13343906,0.64006513,0.56141055,0.3228014,0.70250475,0.72601086,0.34596902,0.62275827,0.60668033,0.56113756,0.5798852,0.3535683,0.54300356,0.5700575,0.27573842,0.50542116,0.40508148,0.55778533,0.5091469,0.41866145,0.2582638,0.801223,0.680412,0.74164736,0.7802931,0.6255354,0.64286643,0.7966098,0.43178153,0.35246962,0.77449054,0.4317058,0.54215115,0.91425574,0.44507656,0.034027427,0.8589033,0.48689795,0.0613868
22,straight,13.79360282902416,91.8021547471752,105.25490899681066,88.63350704780123,91.8623082231955,0.17376375,0.57993025,0.6787824,0.13163772,0.59613097,0.744864,0.1391165,0.5857049,0.6180918,0.13275021,0.65619105,0.6864896,0.13467777,0.63890976,0.53702104,0.32084382,0.70261824,0.7390765,0.3461718,0.62187284,0.5779208,0.5469549,0.57771826,0.4098318,0.5427528,0.57042736,0.26160154,0.5050409,0.40526506,0.5652923,0.5081488,0.41815624,0.25384015,0.8022668,0.67917216,0.73961955,0.776289,0.6251825,0.5963595,0.79800117,0.4313372,0.4349895,0.77316225,0.43165419,0.57630813,0.92152655,0.43796453,0.05042455,0.8878874,0.4594544,0.07888104
23,straight,13.6468747346027,91.98037487318834,105.00967105466135,87.6041975398803,93.19819760220162,0.1723107,0.5771749,0.625644,0.13032952,0.5938402,0.7922859,0.14011867,0.5857089,0.6776499,0.13111565,0.65523714,0.69270056,0.1339059,0.63923526,0.56923807,0.32084072,0.7015492,0.7661725,0.3442737,0.62263453,0.59605104,0.5463711,0.5777696,0.4946724,0.53904045,0.57060474,0.2911527,0.5040578,0.40484914,0.56414866,0.507388,0.41854253,0.27697268,0.79926986,0.68222153,0.7347055,0.77889913,0.62721115,0.66063136,0.7978151,0.43192217,0.3332954,0.77275825,0.4309865,0.5450183,0.91537756,0.44674426,0.04233288,0.8868677,0.45851937,0.071731836
24,straight,13.327726852059296,90.02948160093594,103.14097910907005,84.9357860651289,93.8390537614564,0.17227869,0.577438,0.6218141,0.13061932,0.59420216,0.78636956,0.14033136,0.5851707,0.68665266,0.13131016,0.65533745,0.6678796,0.13407949,0.63863343,0.5527301,0.32057044,0.7004147,0.76814985,0.34689146,0.62321097,0.61137253,0.54652816,0.5753951,0.36823177,0.5396849,0.5658574,0.28127635,0.49467367,0.39231881,0.57909364,0.506294,0.4180275,0.20845497,0.803805,0.6819138,0.7396125,0.78272283,0.6280192,0.67623967,0.7943389,0.4312903,0.3227954,0.76747155,0.43125388,0.5064733,0.912301,0.44512206,0.03279666,0.8594774,0.48674998,0.057314605
25,straight,13.514956809125202,91.93593766244824,103.76085975738371,87.2911768004078,93.38584338926938,0.17322424,0.5781129,0.6392506,0.13141854,0.5946079,0.791444,0.14167207,0.58530897,0.6636702,0.13076504,0.65592927,0.6895525,0.13433254,0.63829845,0.5462069,0.32127243,0.7019654,0.7716935,0.34925985,0.62212354,0.5466351,0.54650056,0.5737547,0.44052815,0.541718,0.5634074,0.28665668,0.4938581,0.38882634,0.538345,0.5049776,0.41131225,0.21537557,0.802485,0.67909455,0.6812498,0.78265613,0.6262108,0.6576597,0.79908717,0.431151,0.26820794,0.7752275,0.43002543,0.52449834,0.91937447,0.4377103,0.06302487,0.8875164,0.4569616,0.07912801
26,straight,13.167044730833489,92.33533297416474,103.26117677808394,85.44669787542419,95.51873388214594,0.17143515,0.57682896,0.6138452,0.13009131,0.59379566,0.7959277,0.13978845,0.5849078,0.6996982,0.13148205,0.65651137,0.6649809,0.13446732,0.63899755,0.56258774,0.32403815,0.7018004,0.7537549,0.34623927,0.6243975,0.6235649,0.5481293,0.5750705,0.45896518,0.5364729,0.56456524,0.25731108,0.49559468,0.3945768,0.544008,0.50453156,0.41352415,0.29658017,0.8031599,0.67868394,0.673495,0.78209853,0.6284072,0.6164772,0.8013119,0.43067136,0.2697783,0.76819247,0.43084097,0.4480274,0.91174996,0.44603062,0.03716671,0.8596946,0.48698625,0.057893064
27,straight,13.142122243658314,90.86296275516342,102.50552562944874,85.60455037733234,91.12083654727726,0.16988829,0.5763201,0.58389914,0.12803811,0.59324235,0.792008,0.1369215,0.5845214,0.705934,0.12898672,0.65625,0.62405705,0.13144171,0.64004874,0.56181335,0.3208307,0.70128304,0.7369647,0.3447017,0.6250644,0.57366294,0.54848874,0.57575697,0.44087684,0.53955394,0.57016325,0.24175058,0.49772084,0.40288305,0.54073226,0.49966785,0.41719967,0.24972661,0.80612206,0.6769723,0.63841385,0.77978325,0.62618154,0.5774268,0.79749024,0.43038997,0.5069462,0.76527685,0.4308973,0.4967554,0.9201209,0.42964798,0.05738225,0.8838889,0.4600298,0.08634407
28,straight,13.1542910027984,91.73122323264462,104.2973301355532,86.59574742968461,90.07186292473587,0.17119122,0.57882047,0.64702314,0.12819959,0.5955744,0.76813173,0.13751039,0.5851564,0.67203623,0.12921128,0.65657467,0.62007964,0.13120739,0.6389009,0.53482544,0.3246578,0.70249736,0.7291409,0.34525952,0.624921,0.61382174,0.54400396,0.57419366,0.5162694,0.5358878,0.5671854,0.23141482,0.4944384,0.40165195,0.63617355,0.48907924,0.4119339,0.26921517,0.8024158,0.6785826,0.6535486,0.7802478,0.6281828,0.609527,0.7975414,0.43241927,0.3360206,0.7699961,0.4308971,0.42535207,0.9157808,0.43979904,0.04015165,0.8583845,0.48943296,0.06616415
29,straight,13.201942230942548,89.05635722912754,102.94518490632248,86.20775170369286,90.8594588681192,0.17183553,0.5778087,0.6514783,0.13018821,0.5942498,0.79099643,0.13941115,0.5838577,0.68580586,0.12780689,0.65489733,0.59737784,0.13091162,0.6375715,0.52303314,0.32673424,0.7018134,0.7087298,0.3471439,0.6257412,0.5909596,0.5467538,0.566039,0.43418756,0.5355662,0.56032544,0.21604152,0.4910123,0.40167528,0.60048085,0.48634672,0.41138026,0.2696323,0.80269384,0.6778469,0.68523335,0.7715466,0.62841785,0.64496756,0.78624666,0.43192878,0.47590053,0.7598109,0.43266693,0.42427257,0.91584533,0.43893242,0.047042917,0.86059153,0.4748852,0.06606405
30,straight,13.35002137958964,89.72734818300043,105.49402025927446,88.26984045563307,99.69477301239426,0.17315309,0.57681584,0.6350147,0.13185024,0.5929281,0.8027387,0.14167988,0.583154,0.6568284,0.12821583,0.6551816,0.6197142,0.13232072,0.6376181,0.5371212,0.32487994,0.70210356,0.7247774,0.34834868,0.62661976,0.5425804,0.54026973,0.56240594,0.44320843,0.5209743,0.5503915,0.2443814,0.48638102,0.39120764,0.54762596,0.4853648,0.40894386,0.245383,0.80061996,0.6799895,0.70953983,0.77117056,0.6304938,0.6317493,0.7879264,0.4323263,0.45603207,0.76696587,0.43063244,0.41067418,0.9137473,0.44063163,0.0544556,0.8629951,0.47464046,0.07683093
31,straight,14.005347798374736,91.9115538871113,105.02260060276018,89.13840146143774,92.33807871021108,0.17278719,0.5752253,0.6151112,0.13185221,0.5916537,0.8163629,0.14213225,0.58268636,0.67181814,0.12901707,0.65479714,0.61681026,0.13253137,0.6371812,0.5491871,0.3211617,0.7029822,0.7308123,0.347233,0.6239754,0.5841096,0.54025334,0.56229717,0.48108768,0.5331087,0.5574167,0.27096346,0.48638713,0.39333978,0.6116491,0.4855628,0.40535757,0.27769682,0.7970924,0.6808356,0.6988665,0.76987976,0.62652194,0.63387394,0.7938242,0.43206787,0.41930595,0.7681162,0.43084818,0.49250355,0.91519344,0.44020438,0.048730858,0.86697733,0.463716,0.05958542
32,straight,13.82314043648687,91.41188456818983,110.08199492855545,85.95600459126453,101.47006212108565,0.17266178,0.5756035,0.60682213,0.13087171,0.5913433,0.7889684,0.14092323,0.582066,0.6804636,0.12713432,0.6547789,0.5903053,0.13210197,0.63735086,0.53418803,0.31957996,0.7023861,0.7016574,0.35063618,0.6245031,0.5600095,0.5306263,0.5558506,0.44056013,0.5179777,0.54904336,0.25851136,0.48763525,0.39187762,0.54769236,0.484207,0.40042615,0.27507538,0.79915714,0.6806298,0.7027919,0.77844477,0.6273632,0.6074858,0.79400384,0.43162343,0.44203287,0.7658777,0.43095037,0.4515229,0.9153716,0.44078216,0.048443083,0.8654458,0.4740931,0.06355472
33,straight,13.602831601260489,89.13363398939707,106.9805084792902,84.49366792015397,104.82367134318356,0.17138699,0.5758564,0.5995382,0.12972414,0.59127504,0.77495646,0.13961512,0.58205193,0.7204817,0.12564701,0.6547904,0.5656242,0.1301013,0.63774365,0.5455442,0.32017523,0.70211565,0.6717412,0.34869826,0.62444633,0.5538879,0.5407198,0.56094897,0.4278605,0.5148573,0.54757756,0.22500904,0.49362105,0.39273736,0.5600855,0.4889278,0.40056348,0.30310896,0.79966605,0.6791343,0.6537842,0.7719945,0.6280503,0.60917914,0.78410196,0.432463,0.35142654,0.7547971,0.43221226,0.41056305,0.92177474,0.42998943,0.053505518,0.8687053,0.4617684,0.055945985
34,straight,13.606032186140084,88.95508601430376,107.59997248606447,85.93204428765613,104.11733416035588,0.17091738,0.575746,0.62125045,0.130388,0.59183973,0.7887235,0.13936532,0.5822399,0.72744745,0.1279209,0.6549343,0.6144452,0.1328432,0.6335783,0.51351875,0.31941083,0.70153177,0.7492529,0.34820887,0.61527395,0.57837796,0.5397085,0.5589487,0.4668408,0.5206647,0.54397076,0.25330958,0.49409437,0.3923503,0.5937146,0.50058573,0.40709883,0.31981197,0.8027682,0.6803642,0.7186484,0.77302337,0.6243765,0.6462452,0.7873992,0.43280315,0.46966854,0.76341194,0.43066105,0.50490695,0.9205595,0.44134703,0.06955957,0.88858813,0.4575863,0.08995423
35,straight,14.326503497689249,90.3339987548918,106.08630694334128,87.85817812416722,108.09204663462889,0.17268847,0.57417285,0.65662026,0.13373215,0.58927816,0.81712013,0.14173761,0.5818651,0.72392595,0.13119349,0.65369457,0.6383219,0.1354577,0.63427794,0.53608257,0.31818944,0.7017099,0.7729292,0.34443593,0.6143242,0.6345241,0.5428659,0.5657453,0.46021333,0.51714826,0.5356282,0.248364,0.49625516,0.39292923,0.5895836,0.5025785,0.40582266,0.31521368,0.8009081,0.69186366,0.6842663,0.7715161,0.6240232,0.64888513,0.7971393,0.43312976,0.3891009,0.7686689,0.43003044,0.58077943,0.9190158,0.44220635,0.055789113,0.88921684,0.46026617,0.070856
36,straight,14.886742177011822,94.65515572671188,108.82706378178148,87.1945774349763,104.52950192582028,0.17208618,0.57262665,0.71912193,0.13194636,0.58755106,0.77166665,0.13948973,0.58009154,0.74252987,0.13027808,0.65089315,0.58687943,0.13322392,0.6330104,0.538764,0.3199999,0.7016012,0.77340573,0.34371075,0.61450964,0.637904,0.5441788,0.56572264,0.49156916,0.51979107,0.5444888,0.24882941,0.5077449,0.39992476,0.5793592,0.50205445,0.40322548,0.30213237,0.7865076,0.6798972,0.66131514,0.76527613,0.6182979,0.6636869,0.79510796,0.4325528,0.49658164,0.7577903,0.43114877,0.56227094,0.92215216,0.44129047,0.07135541,0.8902647,0.45801067,0.08987588
37,straight,14.210045913742135,89.43395057701336,107.26662510362202,84.3198259453988,104.3369657233068,0.16955402,0.57244,0.69745815,0.1292654,0.5880918,0.7621052,0.13748753,0.57924336,0.743771,0.1264855,0.6514802,0.5201777,0.1317032,0.6306634,0.53327715,0.31848866,0.70036334,0.7655189,0.34603843,0.6154439,0.58950907,0.540864,0.56056845,0.49604577,0.5184253,0.5449969,0.24997,0.49584478,0.39123878,0.60710335,0.49872684,0.40286896,0.31943083,0.7984619,0.6803018,0.7062098,0.7696995,0.6245062,0.64228535,0.7855753,0.4310351,0.49255717,0.75460166,0.4307146,0.44336486,0.9146809,0.44036537,0.0648365,0.8662326,0.47265235,0.08109906
38,straight,12.98982978914231,89.37521095015126,106.7128333657174,86.13526973622068,106.90717273817177,0.16926156,0.5730508,0.6571217,0.128842,0.58879566,0.74309546,0.13776621,0.5794332,0.7665449,0.12690052,0.6529631,0.5641197,0.1310209,0.6306901,0.5115931,0.3218042,0.6981653,0.7666867,0.3440486,0.6222393,0.53324443,0.5413557,0.560847,0.47614455,0.517593,0.54502445,0.24137573,0.49551457,0.39340678,0.5926056,0.5004163,0.40669736,0.3173275,0.79853845,0.68048507,0.68900484,0.76909614,0.6243519,0.57963467,0.78662825,0.43241134,0.527228,0.7570633,0.4320221,0.42896795,0.9195429,0.4321929,0.07412711,0.8672037,0.47175333,0.080399185
